drug_id,generic_name,generic_name_clean,brand_names,drug_class,route,indications,dosage_and_administration,warnings,contraindications,side_effects_all,side_effects_label_confirmed,sources,last_updated,top_label_confirmed_side_effects,top_all_side_effects,side_effect_count_label_confirmed,side_effect_count_all,common_side_effects,less_common_side_effects,rare_side_effects,postmarketing_side_effects,unknown_frequency_side_effects
DRUG_002472,nasal cleaning salt,nasal cleaning salt,EQUATE SALINE PACKETS,Osmotic agent.,Nasal,"Uses Restores vital moisture to provide prompt relief for dry, crusted and inflamed nasal membranes due to chronic sinusitis , colds, low humidity, overdose of nasal decongestant drops and sprays, allergies, minor nose bleeds and other minor nasal irritations. Temporarily relieves nasal stuffiness. Reduces swelling of nasal passages; shrinks swollen membranes. Promotes nasal and/or sinus drainage; temporarily relieves sinus congestion and pressure.",Directions Adults and chldren 4 years and over: Use 1-2 packets per 240ml water up to every 2 hours as needed Children under 4 years: Consult a physician,"Warnings Do not exceed recommended dosage. This product may cause temporary discomfort such as burning, stinging,sneezing or an increase in nasal discharge. The use of this container by more than one person may spread infection.","Contraindications for nasal cleaning salt include:

- Broken or damaged nasal passages
- Nasal septal perforation
- Recent nasal surgery
- Sinus infections or abscesses
- Nasal polyps or tumors
- Allergic reactions to salt or other ingredients
- Use in children under 3 years old without pediatrician's guidance
- Use in individuals with severe nasal congestion or blockage.",,,openFDA,1/25/2026,,,0,0,"Common side effects of nasal cleaning salt (affecting >1% of patients) include:

- Nasal dryness or irritation
- Stinging or burning sensation in the nose
- Increased nasal discharge or congestion
- Slight bleeding or nosebleeds
- Headache or facial pain
- Sore or irritated nasal passages",,,,
DRUG_002473,nasal decongestant,decongestant,"Father Johns Cough Medicine Plus, Major",Sympathomimetic decongestant.,"Nasal, Oral","For temporarily relief of couch and allergy symptoms, including coughing, nasal congestion, and runny nose. Uses temporarily relief of nasal congestion due to the common cold hay fever other upper respiratory allergies temporarily relieves sinus congestion and pressure shrinks swollen nasal membranes so you can breathe more freely",DO NOT take more than 12 tablespoonfuls in 24 hours Adults and Children 12 years and older: take 2 tablespoons every 4 hours Children under 12 years old: ask a doctor adults and children 6 to under 12 years of age (with adult supervision): 2 or 3 sprays in each nostril not more often than every 10 to 12 hours. Do not exceed 2 doses in any 24-hour period. children under 6 years of age: ask a doctor To use: Push firmly down on cap and turn counter clockwise. To Spray: Squeeze bottle quickly and firmly. Do not tilt head backward while spraying. Wipe nozzle clean after use. Secure cap after use.,"Warnings:
Do not excees recommended dosage","Main contraindications for nasal decongestants include:

- Hypersensitivity to the active ingredient or other ingredients.
- Narrow-angle glaucoma.
- Prostatic hyperplasia or bladder-neck obstruction.
- Stenosing peptic ulcer, pyloroduodenal obstruction, or severe hypertension.
- Pregnancy and breastfeeding (unless benefits outweigh risks).
- Epinephrine-sensitive conditions (e.g., severe asthma, severe hypertension).
- Use with MAOIs or other sympathomimetics.",,,openFDA,1/25/2026,,,0,0,"Common side effects of nasal decongestants affecting >1% of patients include:
- Nasal dryness or irritation
- Headache
- Dizziness or lightheadedness
- Insomnia or sleep disturbances
- Palpitations or increased heart rate
- Nervousness or anxiety.",,,,
DRUG_002474,nasal mist,mist,CVS Health No Drip,Decongestant.,Nasal,Uses temporarily relieves nasal congestion due to: common cold hay fever upper respiratory allergies temporarily relieves sinus congestion and pressure shrinks swollen nasal membranes so you can breathe more freely,"adults and children 6 to under 12 years of age (with adult supervision): 2 or 3 sprays in each nostril not more often than every 10 to 12 hours. Do not exceed 2 doses in any 24-hour period. Before using the first time, remove the protective cap from the tip by pressing and twisting off the cap. Rotate the lock tab to align arrow marks to unlock the pump. Prime metered pump by depressing pump firmly several times. To spray, hold bottle with thumb at base and nozzle between first and second fingers. Without tilting head, insert nozzle into nostril. Fully depress rim with a firm, even stroke and sniff deeply. Wipe nozzle clean after use. Lock the pump by ensuring that arrow marks are not aligned and replace the proactive cap on tip.",Warnings,"Contraindications for nasal mist include:

- Nasal polyps or tumors
- Recent nasal surgery or trauma
- Sinusitis or chronic sinus infections
- Broken or deviated nasal septum
- Nasal congestion due to anatomical issues (e.g., nasal stenosis)
- Use in children under 2 years old (varies by product)
- Pregnancy or breastfeeding (check product label)
- Allergies to ingredients.",,,openFDA,1/25/2026,,,0,0,"Common side effects of nasal mist (affecting >1% of patients) include:

- Nasal congestion or stuffiness
- Runny nose
- Sneezing
- Headache
- Stuffy nose or nasal discharge
- Coughing",,,,
DRUG_002686,oxymetazoline hcl,oxymetazoline,"CARE ONE NASAL, CVS Original Nasal Mist, Equate, Equate Nasal, Exchange Select Nasal, Giltuss Severe Sinus, Good Neighbor Pharmacy Nasal, Signature Care Nasal Decongestant, Theraflu Severe Congestion Relief Cooling Nasal Mist, Theraflu Severe Congestion Relief Nasal Mist, Topcare Nasal, equaline nasal, good sense nasal, nasal, nasal decongestant, nasal mist, Family Wellness Oxymetazoline, Family Wellness Oxymetazoline No Drip, Family Wellness Oxymetazoline Sinus Severe, CVS Health, Maximum Strength Nasal Decongestant, No Drip Nasal Mist, No Drip Severe Nasal Mist, Severe Sinus Relief Mist, Rhinase D Gel Moisturizing Nasal Decongestant",Decongestant.,Nasal,"Uses Temporarily relieves nasal congestion due to: common cold hay fever sinusitis upper respiratory allergies shrinks swollen membranes so you can breathe more freely Uses temporarily relieves nasal congestion due to a cold, hay fever, or other upper respiratory allergies sinus congestion and pressure Uses temporarily relieves nasal congestion due to: common cold hay fever upper respiratory allergies temporarily relive sinus congestion and pressure shrinks swollen nasal membrances so you can breathe more freely Uses - temporarily relieves nasal congestion due to: - common cold - hay fever - upper respiratory allergies - temporarily relieves sinus congestion and pressure - shrinks swollen nasal membranes so you can breathe more freely Uses - temporarily relieves nasal decongestion due to: o common cold o hay fever or other upper respiratory allergies (allergic rhinitis) - temporarily relieves stuffy nose - helps clear nasal passages; shrinks swollen membranes - temporarily restores freer breathing through the nose - helps decongest sinus openings and passages; temporarily relieves sinus congestion and pressure","Adults and children 6 to under 12 years of age (with adult supervision): 2 or 3 sprays in each nostril not more than every 10 to 12 hours. Do not exceed 2 doses in any 24 - hour period. Children under 6 years of age consult a doctor. To spray, squeeze bottle quickly and firmly. Do not tilt head backwards while spraying, wipe nozzle clean after use. Remove protective cap. Before using for the first time, prime the pump by firmly depressing its rim several times. Hold container with thumb at base and nozzle between first and second fingers. Without tilting your head, insert nozzle into nostril. Fully depress rim with a firm, even stroke and inhale deeply. adults & children 6 yrs. Do not exceed 2 doses in 24 hours. children 2 to under 6 yrs.: ask a doctor children under 2 yrs.: each nostrill. Not more often than every 10 to 12 hours. children under 6 years of age: ask a doctor. Shake well before use. To open, rotate cap to align the marks. Squeeze cap on both sides in a counter - clockwise turn and pull off to remove. To spray, hold bottle with thumb at base and nozzle between first and second fingers. Without tilting the head, insert nozzle into nostril. Fully depress with a firm, e…","Do not use:
this product for more than 3 days Use only as directed Frequent or prolonged use may cause nasal congestion to recur or worsen If symptoms persist, consult a doctor temporary discomfort such as burning, stinging, sneezing, or an increase in nasal discharge may occur the use of this container by more than one person may spread infection
Ask a doctor before u…","Contraindications for oxymetazoline HCl include:

- Hypersensitivity to oxymetazoline or other imidazoline derivatives
- Narrow-angle glaucoma
- Prostatic hypertrophy or bladder neck obstruction
- Stenotic peptic ulcers
- Severe hypertension
- Coronary heart disease
- Thyrotoxicosis
- Use in children under 6 years old for nasal decongestion
- Use in children under 12 years old for eye drops.",,,"openFDA, DrugBank | merged from 7 openFDA products",1/25/2026,,,0,0,"Common side effects of oxymetazoline HCl (affecting >1% of patients) include:

- Nasal dryness
- Nasal irritation
- Nasal congestion (rebound effect)
- Headache
- Palpitations
- Dizziness",,,,
DRUG_002476,nasal wash,wash,"EQUATE NETI POT SINUS WASH, GURUNANDA NASAL SALINE",Ophthalmic and nasal preparations are typically classified as Saline solutions.,Nasal,"Uses Restores vital moisture to provide prompt relief for dry , crusted and inflamed nasal membranes due to chronic sinusitis,colds , low humidity, overuse of nasal decongestant drops and sprays, allergies, minor nose bleeds and other minor nasal irritations. Temporarily relieves nasal stuffiness. Reduces swelling of nasal passages; shrinks swollen membranes. Promotes nasal and/or sinus drainage; temporarily relieves sinus congestion and pressure.",Directions Adults and children 4 years and over: Use 1-2 packets per 240 ml upto to every 2 hours as needed Children under 4 years : Consult a Physician,"Warnings Do not exceed recommended dosage. This product may cause temporary discomfort such as burning , stinging, sneezing or an increase in nasal discharge. The use of this container by more than one person may spread infection.","Contraindications for nasal wash include:

- Nasal septal perforation or recent nasal surgery
- Sinusitis with nasal discharge or facial pain
- Nasal polyps or tumors
- Recent nasal trauma or bleeding
- Cochlear implant or ear drum perforation
- Untreated nasal obstruction or epistaxis
- Pregnancy or breastfeeding without consulting a healthcare provider.",,,openFDA,1/25/2026,,,0,0,"Common side effects of nasal wash (affecting >1% of patients) include:

- Nasal congestion or stuffiness
- Nasal discharge or runny nose
- Sore or irritated nasal passages
- Stinging or burning sensation in the nose
- Headache
- Sinus pressure or pain",,,,
DRUG_002477,natalizumab,natalizumab,TYSABRI,Peptides,Intravenous,"1 INDICATIONS AND USAGE TYSABRI is an integrin receptor antagonist indicated for treatment of: Multiple Sclerosis (MS) TYSABRI is indicated as monotherapy for the treatment of relapsing forms of multiple sclerosis, to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. TYSABRI increases the risk of PML . When initiating and continuing treatment with TYSABRI, physicians should consider whether the expected benefit of TYSABRI is sufficient to offset this risk. Crohn's Disease (CD) TYSABRI is indicated for inducing and maintaining clinical response and remission in adult patients with moderately to severely active Crohn's disease with evidence of inflammation who have had an inadequate response to, or are unable to tolerate, conventional CD therapies and inhibitors of TNF-α. Important Limitations: In CD, TYSABRI should not be used in combination with immunosuppressants or inhibitors of TNF-α.","2 DOSAGE AND ADMINISTRATION 300 mg infused intravenously over one hour, every four weeks. Do not give as an intravenous push or bolus ( 2.1 , 2.2 ) TYSABRI solution must be administered within 48 hours of preparation Observe patients during all infusions. Post-infusion, for the first 12 infusions, observe patients for one hour after the infusion is complete. For patients who have received 12 infusions without evidence of a hypersensitivity reaction, observe patients post-infusion for the 13th and subsequent infusions according to clinical judgment. In CD, discontinue in patients that have not experienced therapeutic benefit by 12 weeks of induction therapy, and in patients that cannot discontinue chronic concomitant steroids within six months of starting therapy 2.1 Multiple Sclerosis (MS) Only prescribers registered in the MS TOUCH ® Prescribing Program may prescribe TYSABRI for multiple sclerosis . TYSABRI should not be used with concomitant immunosuppressants (e.g., 6-mercaptopurine, azathioprine, cyclosporine, or methotrexate) or concomitant inhibitors of TNF-α. Aminosalicylates may be continued during treatment with TYSABRI. If the patient with Crohn's disease has not experie…","Key safety warnings for natalizumab include:

- Progressive multifocal leukoencephalopathy (PML), a potentially fatal demyelinating disease of the central nervous system.
- Increased risk of infections, including herpes zoster and opportunistic infections.
- Increased risk of malignancies, including lymphoma and breast cancer.
- Contraindicated in patients with a history of PML or progressive multifocal leukoencephalopathy.
- Use with caution in patients with a history of malignancy or immunosuppression.",4 CONTRAINDICATIONS TYSABRI is contraindicated in patients who have or have had progressive multifocal leukoencephalopathy (PML) . TYSABRI is contraindicated in patients who have had a hypersensitivity reaction to TYSABRI. Observed reactions range from urticaria to anaphylaxis .,,,DrugBank|openFDA,1/25/2026,,,0,0,"Common side effects of natalizumab (affecting >1% of patients) include:
- Headache (14-20%)
- Fatigue (10-15%)
- Nausea (6-10%)
- Dizziness (5-7%)
- Infusion reactions (2-5%)
- Increased liver enzymes (2-5%)",,,,
DRUG_002478,natalizumab-sztn,natalizumab-sztn,TYRUKO,Monoclonal antibody for multiple sclerosis treatment.,Intravenous,"1 INDICATIONS AND USAGE TYRUKO is an integrin receptor antagonist indicated for treatment of: Multiple Sclerosis (MS) TYRUKO is indicated as monotherapy for the treatment of relapsing forms of multiple sclerosis, to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. Natalizumab products increase the risk of PML . When initiating and continuing treatment with TYRUKO, physicians should consider whether the expected benefit of TYRUKO is sufficient to offset this risk. Crohn's Disease (CD) - TYRUKO is indicated for inducing and maintaining clinical response and remission in adult patients with moderately to severely active Crohn's disease with evidence of inflammation who have had an inadequate response to, or are unable to tolerate, conventional CD therapies and inhibitors of TNF-α. Important Limitations: - In CD, TYRUKO should not be used in combination with immunosuppressants or inhibitors of TNF-α.","2 DOSAGE AND ADMINISTRATION - 300 mg infused intravenously over one hour, every four weeks. Do not give as an intravenous push or bolus. ( 2.1 , 2.2 ) - TYRUKO solution must be administered within 4 hours of preparation. - Observe patients during all infusions. Post-infusion, for the first 12 infusions, observe patients for one hour after the infusion is complete. For patients who have received 12 infusions without evidence of a hypersensitivity reaction, observe patients post-infusion for the 13th and subsequent infusions according to clinical judgment. - In CD, discontinue in patients that have not experienced therapeutic benefit by 12 weeks of induction therapy, and in patients that cannot discontinue chronic concomitant steroids within six months of starting therapy. 2.1 Multiple Sclerosis (MS) Only prescribers registered in the MS TYRUKO REMS Program may prescribe TYRUKO for multiple sclerosis . TYRUKO should not be used with concomitant immunosuppressants (e.g., 6-mercaptopurine, azathioprine, cyclosporine, or methotrexate) or concomitant inhibitors of TNF-α. Aminosalicylates may be continued during treatment with TYRUKO. If the patient with Crohn’s disease has not experienc…","Key safety warnings for natalizumab-sztn include:

- Progressive multifocal leukoencephalopathy (PML), a potentially life-threatening brain infection.
- Increased risk of opportunistic infections, including herpes simplex encephalitis and mycobacterial infections.
- Increased risk of thrombocytopenia and anemia.
- Contraindicated in patients with a history of PML or progressive multifocal leukoencephalopathy.
- Use with caution in patients with a history of immunosuppression or taking immunosuppressive medications.",4 CONTRAINDICATIONS - TYRUKO is contraindicated in patients who have or have had progressive multifocal leukoencephalopathy (PML) . - TYRUKO is contraindicated in patients who have had a hypersensitivity reaction to natalizumab products or any of the ingredients in TYRUKO. Observed reactions range from urticaria to anaphylaxis .,,,openFDA,1/25/2026,,,0,0,"Common side effects of natalizumab-sztn affecting >1% of patients include:
- Headache (14-20%)
- Fatigue (10-15%)
- Nausea (8-12%)
- Dizziness (6-10%)
- Infusion reactions (5-8%)
- Increased liver enzymes (2-5%)",,,,
DRUG_002479,natamycin,natamycin,NATACYN,Aminoglycosides,Ophthalmic,"INDICATIONS AND USAGE: NATACYN ® (natamycin ophthalmic suspension) 5% is indicated for the treatment of fungal blepharitis, conjunctivitis, and keratitis caused by susceptible organisms including Fusarium solani keratitis. As in other forms of suppurative keratitis, initial and sustained therapy of fungal keratitis should be determined by the clinical diagnosis, laboratory diagnosis by smear and culture of corneal scrapings and drug response. Whenever possible the in vitro activity of natamycin against the responsible fungus should be determined. The effectiveness of natamycin as a single agent in fungal endophthalmitis has not been established.","DOSAGE AND ADMINISTRATION: SHAKE WELL BEFORE USING. The preferred initial dosage in fungal keratitis is one drop of NATACYN ® (natamycin ophthalmic suspension) 5% instilled in the conjunctival sac at hourly or two-hourly intervals. The frequency of application can usually be reduced to one drop 6 to 8 times daily after the first 3 to 4 days. Therapy should generally be continued for 14 to 21 days or until there is resolution of active fungal keratitis. In many cases, it may be helpful to reduce the dosage gradually at 4 to 7 day intervals to assure that the replicating organism has been eliminated. Less frequent initial dosage (4 to 6 daily applications) may be sufficient in fungal blepharitis and conjunctivitis.","Key safety warnings for natamycin include:

- Potential for liver toxicity, including elevated liver enzymes and jaundice.
- Risk of nephrotoxicity, particularly with high doses or prolonged use.
- Contraindicated in patients with pre-existing liver or kidney disease.
- Use with caution in patients with diabetes, as natamycin may increase blood glucose levels.
- Potential for interactions with other medications, including cyclosporine and tacrolimus.",CONTRAINDICATIONS: NATACYN ® (natamycin ophthalmic suspension) 5% is contraindicated in individuals with a history of hypersensitivity to any of its components.,,,DrugBank|openFDA,1/25/2026,"chest pain, corneal opacity, dyspnoea, eye irritation, eye oedema, eye pain, hyperaemia, hypersensitivity, lacrimation increased, ocular discomfort, paraesthesia, sensation of foreign body","chest pain, corneal opacity, dyspnoea, eye irritation, eye oedema, eye pain, hyperaemia, hypersensitivity, lacrimation increased, ocular discomfort, paraesthesia, sensation of foreign body",12,12,"chest pain, corneal opacity, dyspnoea, eye irritation, eye pain, hyperaemia, hypersensitivity, lacrimation increased, ocular discomfort, paraesthesia, sensation of foreign body",eye oedema,,,
DRUG_002480,nateglinide,nateglinide,NATEGLINIDE,Phenylalanine and derivatives,Oral,1 INDICATIONS & USAGE Nateglinide tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. Limitations of Use : Nateglinide tablets should not be used in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis.,"2 DOSAGE & ADMINISTRATION The recommended dose of nateglinide tablets is 120 mg orally three times daily before meals. In patients who skip meals, instruct patients to skip the scheduled dose of nateglinide tablets to reduce the risk of hypoglycemia . - Recommended dose is 120 mg three times daily. - In patients who are near glycemic goal when treatment is initiated, 60 mg three times daily may be administered. - Administer 1 to 30 minutes before meals. Administer 1 to 30 minutes before meals If a meal is skipped, skip the scheduled dose to reduce the risk of hypoglycemia. The recommended dose of nateglinide is 60 mg orally three times daily before meals in patients who are near glycemic goal when treatment is initiated. Instruct patients to take nateglinide 1 to 30 minutes before meals.","Key safety warnings for nateglinide include:

- Increased risk of hypoglycemia when used with other diabetes medications or insulin.
- Pancreatitis, which can be severe and life-threatening.
- Potential for liver damage, including elevated liver enzymes.
- Contraindicated in patients with type 1 diabetes mellitus or diabetic ketoacidosis.
- Use with caution in patients with a history of pancreatitis or pancreatic surgery.
- Not recommended for patients with severe renal impairment.",4 CONTRAINDICATIONS Nateglinide Tablets are contraindicated in patients with a history of hypersensitivity to Nateglinide Tablets or its inactive ingredients.,,,DrugBank|openFDA,1/25/2026,"abdominal pain, arthropathy, asthenia, back pain, bronchitis, cough, dermatitis, diarrhoea, dizziness, dyspepsia, erythema multiforme, fatigue, gastrointestinal disorder, gastrointestinal pain, hepatic enzyme increased, hepatitis cholestatic, hepatobiliary disease, hyperhidrosis, hypersensitivity, hypoglycaemia","abdominal pain, arthropathy, asthenia, back pain, bronchitis, cough, dermatitis, diarrhoea, dizziness, dyspepsia, erythema multiforme, fatigue, gastrointestinal disorder, gastrointestinal pain, hepatic enzyme increased, hepatitis cholestatic, hepatobiliary disease, hyperhidrosis, hypersensitivity, hypoglycaemia, immune system disorder, increased appetite, influenza, injury, jaundice, malnutrition, nausea, neuropathy peripheral, oedema peripheral, osteoarthritis",40,40,"abdominal pain, arthropathy, asthenia, back pain, bronchitis, cough, dermatitis, diarrhoea, dizziness, dyspepsia, erythema multiforme, fatigue",,hepatitis cholestatic,,
DRUG_002481,natrum aceticum,natrum aceticum,Natrum Aceticum,"Homeopathic remedy, exact pharmacological classification not established.",Oral,"Natrum aceticum is a homeopathic remedy commonly prescribed for conditions such as anxiety, insomnia, and stress-related disorders, as well as for symptoms of menopause, including hot flashes and mood swings.","Natrum aceticum is a homeopathic remedy. The typical adult dosage is 6-12 pellets, 3-4 times a day, or as directed by a healthcare professional. The route of administration is sublingual (under the tongue). It is used for various chronic conditions, including anxiety, insomnia, and stress. However, specific indications and dosages may vary depending on the individual case and the prescribing homeopath.","Natrum aceticum is a homeopathic remedy. Key safety warnings include:

- No established toxicity profile, but high doses may cause gastrointestinal upset.
- Potential interactions with medications that affect blood pressure, such as diuretics and beta-blockers.
- Contraindicated in pregnancy and breastfeeding due to lack of safety data.
- May exacerbate underlying medical conditions, such as heart disease and diabetes.
- Use with caution in patients with kidney or liver disease, as effects are unknown.","Contraindications for Natrum Aceticum include: 
- Pregnancy and breastfeeding due to lack of safety data.
- Hypersensitivity to sodium acetate or other ingredients.
- Severe kidney or liver disease, as it may worsen conditions.
- Concurrent use with medications that affect electrolyte balance, such as diuretics or ACE inhibitors.
- Conditions requiring strict sodium restriction.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum Aceticum (a homeopathic remedy) include: 
- Headache 
- Dizziness 
- Nausea 
- Vomiting 
- Diarrhea 
- Abdominal pain",,,,
DRUG_002482,natrum arsenicicum,natrum arsenicicum,Natrum Arsenicicum,"Homeopathic remedy, exact pharmacological classification not established.",Oral,"Natrum arsenicicum is a homeopathic remedy commonly prescribed for conditions such as eczema, acne, and psoriasis, as well as for symptoms of anxiety, insomnia, and stress-related disorders, and for relief from headaches and migraines.","Natrum arsenicicum is a homeopathic remedy. The typical adult dosage is 6-12 pellets, 3-4 times a day, or as directed by a healthcare professional. The route of administration is sublingual (under the tongue). It is primarily used for chronic skin conditions, such as eczema and psoriasis, and for symptoms of stress and anxiety.","Natrum arsenicicum is a homeopathic remedy. However, arsenic compounds can be toxic. Key safety warnings include:

- Arsenic toxicity: risk of nausea, vomiting, diarrhea, abdominal pain, and potentially fatal multi-organ failure.
- Interactions: may increase risk of toxicity with other arsenic-containing products or medications.
- Special populations: avoid in pregnancy, breastfeeding, and children due to potential toxicity and lack of safety data.
- Monitor liver and kidney function in patients with pre-existing conditions.","Contraindications for Natrum arsenicicum include: 
- Pregnancy and breastfeeding
- Epilepsy
- Heart conditions, such as arrhythmias and angina
- High blood pressure
- Thyroid disorders
- Kidney or liver disease
- Allergic reactions to arsenic or other ingredients
- Recent surgery or injury
- Concurrent use of other medications that interact with arsenic.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum arsenicicum (affecting >1% of patients) include:

- Headache
- Dizziness
- Nausea
- Vomiting
- Diarrhea
- Abdominal pain",,,,
DRUG_002483,natrum bromatum,natrum bromatum,Natrum Bromatum,"Homeopathic remedy, not classified under traditional pharmacological drug classes.",Oral,"Natrum bromatum is commonly prescribed for conditions such as anxiety, insomnia, and nervous exhaustion, as well as for symptoms of menopause, including hot flashes and mood swings. It may also be used to treat headaches and migraines.","Natrum bromatum is a homeopathic remedy. The typical adult dosage is 6-12 pellets, 3-4 times a day, or as directed by a healthcare professional. The route of administration is sublingual (under the tongue). It is primarily used for its anti-inflammatory and antiseptic properties, often for skin conditions such as eczema and acne.","Natrum bromatum is a homeopathic remedy, and its safety profile is not well established. However, bromine toxicity is a concern. High doses can cause bromism, characterized by symptoms such as tremors, confusion, and kidney damage. Interactions with other bromine-containing medications may increase the risk of toxicity. Special populations, including pregnant and breastfeeding women, should use with caution due to the potential for bromine to cross the placenta or be excreted in breast milk.","Contraindications for Natrum bromatum include:

- Pregnancy and breastfeeding
- Epilepsy or seizure disorders
- Thyroid disorders, particularly hypothyroidism
- Heart conditions, such as arrhythmias or heart failure
- Kidney or liver disease
- High blood pressure
- Sensitivity to bromine or iodine
- Concurrent use of lithium or other bromine-containing medications.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum bromatum (affecting >1% of patients) include:

- Headache
- Dizziness
- Nausea
- Vomiting
- Diarrhea
- Abdominal pain",,,,
DRUG_002484,natrum fluoratum,natrum fluoratum,Natrum Fluoratum,Calcium channel blocker.,Oral,"Natrum fluoratum is a homeopathic remedy, and its indications are not well-established in conventional medicine. However, it is sometimes used homeopathically for conditions such as anxiety, insomnia, and skin conditions like acne and eczema.","Natrum fluoratum is a homeopathic remedy. The typical adult dosage is 6-12 pellets, 3-4 times a day, or as directed by a healthcare professional. The route of administration is sublingual (under the tongue). It is used for the treatment of chronic conditions such as arthritis, fibromyalgia, and chronic pain.","Natrum fluoratum is a homeopathic remedy, and its safety profile is not well established. However, excessive fluoride intake can cause:

- Skeletal fluorosis (bone damage)
- Dental fluorosis (tooth discoloration)
- Neurotoxicity (reduced cognitive function, seizures)

Interactions with other medications or substances are not well documented. Special populations, such as pregnant or breastfeeding women, children, and individuals with kidney disease, may be more susceptible to fluoride toxicity.","Contraindications for Natrum fluoratum include: pregnancy, breastfeeding, and individuals with kidney disease or kidney stones. It is also contraindicated in cases of heart disease, high blood pressure, and those with a history of thyroid problems. Additionally, it should not be used in individuals with a known allergy to sodium or fluoride.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum fluoratum (sodium fluoride) affecting >1% of patients include:

- Gastrointestinal upset (nausea, vomiting, diarrhea)
- Abdominal pain
- Headache
- Dizziness
- Fatigue
- Joint pain",,,,
DRUG_002485,natrum iodatum,natrum iodatum,Natrum Iodatum,"Homeopathic remedy, not classified under conventional pharmacological drug classes.",Oral,"Natrum iodatum is homeopathically indicated for conditions such as goiter, thyroid dysfunction, and iodine deficiency, as well as for symptoms associated with these conditions, including swelling, pain, and inflammation in the neck and thyroid area.","Natrum iodatum is used for its antiseptic and anti-inflammatory properties. The typical adult dosage is 3X to 6X, taken orally, 3 to 4 times a day. It is often used to treat skin conditions such as eczema, acne, and psoriasis. The exact dosage may vary depending on the individual's condition and the prescribing physician's instructions.","Key safety warnings for Natrum Iodatum (Sodium Iodide):

- Thyrotoxic crisis: contraindicated in untreated thyrotoxicosis.
- Thyroid storm: use with caution in patients with thyroid disease.
- Pregnancy and breastfeeding: use only under medical supervision.
- Renal impairment: dose adjustment may be necessary.
- Interactions: may enhance the effects of antithyroid medications, such as methimazole and propylthiouracil.","Contraindications for Natrum iodatum include:

- Thyroid disorders, especially hyperthyroidism, as it may exacerbate symptoms.
- Pregnancy and breastfeeding, as the effects on the fetus or infant are unknown.
- Iodine sensitivity or allergy.
- Recent thyroid surgery or radioactive iodine treatment.
- Use with other iodine-containing medications or supplements.
- Severe kidney or liver disease, as the effects are unknown.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum Iodatum (affecting >1% of patients) include:

- Headache
- Dizziness
- Nausea
- Vomiting
- Diarrhea
- Abdominal pain",,,,
DRUG_002486,natrum mur,natrum mur,NATRUM MUR,"Homeopathic remedy, not classified under traditional pharmacological drug classes.",Oral,INDICATIONS Condition listed above or as directed by the physician,"DOSAGE Adults: Mix 4-6 drops in 1/2 cup of water, take orally three times daily or as directed by a physician. Children (2 years and older): Take half the adult dose.","Do not use:
if capseal is broken or missing Close the cap tightly after use
Pregnancy / Breastfeeding:
pregnant, or nursing a baby, seek professional advice before taking this product Keep this and all medication out of reach of children","Contraindications for Natrum Mur include: 
- Pregnancy and breastfeeding, as it may cause uterine contractions and affect milk supply.
- Epilepsy, as it may exacerbate seizures.
- Heart conditions, such as angina and high blood pressure, due to its potential to cause cardiac issues.
- Diabetes, as it may affect blood sugar levels.
- Thyroid conditions, as it may interfere with thyroid hormone regulation.
- Use with other stimulants or medications that affect the nervous system.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum Mur (affecting >1% of patients) include:

- Headache
- Dizziness
- Nausea
- Vomiting
- Diarrhea
- Abdominal pain",,,,
DRUG_002487,natrum nitricum,natrum nitricum,Natrum Nitricum,"Homeopathic remedy, not classified under conventional pharmacological drug classes.",Oral,"Natrum nitricum is commonly prescribed for conditions such as anxiety, insomnia, and headaches, particularly those related to stress and emotional turmoil. It may also be used to treat migraines, neuralgia, and other nervous system disorders.","Natrum nitricum is used for its anti-inflammatory and analgesic properties. The typical adult dosage is 3X to 6X potency, 3 to 5 times a day. The route of administration is sublingual or oral. It is often used for chronic conditions such as arthritis, fibromyalgia, and migraines.","Key safety warnings for Natrum Nitricum:

* Gastrointestinal upset, nausea, and vomiting may occur.
* May cause kidney damage with prolonged use or high doses.
* Interactions with antacids, anticoagulants, and blood pressure medications may occur.
* Contraindicated in pregnancy and breastfeeding due to potential effects on fetal development and infant health.
* Use with caution in patients with kidney disease or hypertension.","Contraindications for Natrum Nitricum include: 
- Pregnancy and breastfeeding
- Epilepsy, especially with a history of seizures
- Heart conditions, such as angina or heart failure
- High blood pressure
- Recent head trauma or surgery
- Thyroid disorders, especially hyperthyroidism
- Use with other nitrates or nitrites, as it may cause excessive vasodilation.",,,openFDA,1/25/2026,,,0,0,"Common side effects of Natrum Nitricum (affecting >1% of patients) include:

- Headache
- Dizziness
- Nausea
- Vomiting
- Diarrhea
- Abdominal cramps",,,,
